symbol,name,exchange,status,last_seen,listed_date,delisted_date,pending_since,sector,industry,market_cap,description,price,price_change_pct,last_trade_datetime,shares_outstanding,eps,pe_ratio,weeks52high,weeks52low,website,full_address,phone_number,email,employees,beta,price_to_book,return_on_equity,return_on_assets,currency,open_price,day_high,day_low,total_debt_to_equity,dividend_yield,dividend_amount,ex_dividend_date,dividend_frequency,sedar_party_number,sedar_party_name,tier,company_type,company_type_confidence,primary_commodity,primary_commodity_confidence,adjacent_category,reasoning,filing_type,filing_date,filing_doc_name,filing_url,filing_pdf_path,filing_text_chars,sw_symbol,sedar_only,mda_type,mda_date,mda_doc_name,mda_url,mda_pdf_path,mda_text_chars,mda_company_type,mda_primary_commodity,mda_reasoning,discrepancy,override_type,override_commodity,universe_added_date,universe_notes
NOBL,Noble Plains Uranium Corp.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,9729476,"Noble Plains Uranium Corp. is a U.S.-focused uranium exploration and development company advancing a portfolio of high-potential projects amenable to In Situ Recovery (ISR) - the most capital-efficient and environmentally responsible method of uranium extraction. Our strategy targets historically drilled and underexplored assets in proven jurisdictions, with the objective of rapidly delineating NI 43-101-compliant resources and building a scalable inventory of domestic uranium.",0.125,8.695652,2026-04-02T23:47:25-04:00,77835808,,,0.25,0.06,https://www.nobleplains.com,"1100 - 1199 West Hastings Street, Vancouver, British Columbia, CA",+1 604 340-7711,investors@nobleplains.com,0,1.492894,4.6,,,CAD,0.11,0.125,0.11,,,,,,000028968,Noble Plains Uranium Corp. / Noble Plains Uranium Corp.,1,Miner,95,Uranium,100,,"Noble Plains Uranium Corp. is engaged in the acquisition, exploration, and development of uranium properties, specifically in Wyoming. The company has described its focus on uranium exploration and has provided details about its drilling results and mineral claims, which aligns with the definition of a miner.",Interim MD&A,2026-03-02,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6138179.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\NOBL_Noble_Plains_Uranium_Corp\2026-03-02_NOBL_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
NPR,North Peak Resources Ltd.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,38982805,"The Company is a Canadian based gold exploration and development company listed on the TSX Venture Exchange under the symbol ""NPR"" and the OTCQB under the symbol ""NPRLF"". Launched by the founding team behind both Kirkland Lake Gold and Rupert Resources, the team has a strong track record of acquiring mining assets, applying modern exploration techniques and taking them into operational mines. North Peak's flagship property is the Prospect Mountain Mine complex (the "" Property "") which lies in th",0.88,3.529412,2026-04-02T23:47:25-04:00,44298642,,,1.4,0.485,https://www.northpeakresources.com,"c/o 82 Richmond Street East,Suite 200, 1st Floor, Toronto, ON, CA",647 424-2305,info@northpeakresources.com,0,0.733993,2.36,-30.68,-29.57,CAD,0.85,0.88,0.85,,,,,,000032415,North Peak Resources Ltd. / North Peak Resources Ltd.,1,Miner,95,Gold,90,,"North Peak Resources Ltd. is primarily engaged in gold exploration and development, as evidenced by their activities related to the Prospect Mountain Property, which includes historical mining operations and ongoing drilling campaigns targeting gold mineralization. The company's focus on acquiring and developing mineral properties aligns it clearly with the mining industry.",Interim MD&A,2025-11-27,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6071390.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\NPR_North_Peak_Resources_Ltd\2025-11-27_NPR_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
NRC,Nations Royalty Corp.,TSXV,LISTED,2026-04-02,,,,Finance,Asset Management Services,155230637,"The Company's vision is to unite First Nations and Indigenous groups across Canada, welcoming external investors to join the Company as shareholders. Together, they will combine royalties, income and commodity streams and annual benefit payment entitlements from resource projects, tapping into the growth, diversification and value potential typical of publicly traded royalty companies. As a leader in the spirit of economic reconciliation, Nations Royalty's mission includes capacity building of I",1,-3.846154,2026-04-02T23:47:25-04:00,155230637,,,1.98,0.36,,"Suite 3123,,595 Burrard St., Vancouver, BC, CA",,,0,0.63661,35.92,-43.44,-41.96,CAD,0.92,1.01,0.92,,,,,,000027241,Nations Royalty Corp. / Nations Royalty Corp.,2,Royalty & Streaming,95,Gold,90,royalty portfolio focused on gold,"Nations Royalty Corp. primarily acquires royalties in the resource sector, specifically focusing on gold and other minerals through its royalty agreements with various mining projects. The company does not operate mines itself but collects payments based on the production and mineral taxes from these projects, which aligns it with the Royalty & Streaming classification.",Interim MD&A,2026-02-27,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6136413.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\NRC_Nations_Royalty_Corp\2026-02-27_NRC_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
NRM,Noram Lithium Corp.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,16521056,"Noram Lithium Corp. (TSXV:NRM)(OTCQB:NRVTF)(Frankfurt:N7R) is focusing on advancing its 100%-owned Zeus Lithium Project located in Clayton Valley, Nevada an emerging lithium hub within the United States. With the upsurge in the electric vehicle and energy storage markets the Company aims to become a key participant in the domestic supply of lithium in the United States. The Company is committed to creating shareholder value through the strategic allocation of capital.",0.165,,2026-04-02T23:47:25-04:00,100127611,,,0.17,0.085,https://noramlithiumcorp.com,"Suite 2200,885 West Georgia St., Vancouver, British Columbia, CA",+1 604 553-2279,dwrees@telus.net,0,-0.467757,3.22,,,CAD,0.16,0.165,0.16,0.03,,,,,000031548,Noram Lithium Corp. / Noram Lithium Corp.,1,Miner,95,Lithium,90,,"Noram Lithium Corp. is engaged in the acquisition, exploration, and development of lithium properties, specifically in Clayton Valley, Nevada. The company's activities align with the definition of a miner, as it is focused on exploring and developing mineral deposits, particularly lithium.",Interim MD&A,2025-12-29,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6094386.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\NRM_Noram_Lithium_Corp\2025-12-29_NRM_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
NRN,Northern Shield Resources Inc.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,6904903,"Northern Shield Resources Inc is a mineral exploration company engaged in the business of identifying, acquiring, and exploring mineral properties. Its principal projects include Huckleberry property and Idefix property. It also holds an interest in Root & Cellar, Shot Rock, Five Islands properties.",0.045,,2026-04-02T23:47:25-04:00,153442268,,,0.125,0.035,http://northern-shield.com,"150 Elgin St,10th Floor, Ottawa, Ontario, CA",+1 613 232-0459,slegg@northern-shield.com,0,0.398506,2.11,-27.69,-23.26,CAD,0.05,0.05,0.045,,,,,,000007505,Northern Shield Resources Inc. / Northern Shield Resources Inc.,1,Miner,95,Gold,90,,"Northern Shield Resources Inc. is classified as a Miner because it is actively engaged in the exploration of mineral properties, specifically for gold and related minerals. The company has detailed descriptions of its exploration activities, drilling results, and mineral properties, which align with the characteristics of a junior mining company.",Interim MD&A,2025-11-24,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6063831.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\NRN_Northern_Shield_Resources_Inc\2025-11-24_NRN_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
NSU,North Shore Uranium Ltd.,TSXV,LISTED,2026-04-02,,,,Energy,Other Energy Sources,15921852,"The nuclear power industry is in growth mode as more nuclear power will be required to meet the world's ambitious CO 2 emission-reduction goals and the needs of new power-intensive technologies like AI. In this environment, new discoveries of economic uranium deposits will be very valuable, especially in established uranium-producing jurisdictions like Saskatchewan and New Mexico. North Shore is well-positioned to become a major force in exploration for economic uranium deposits. The Company is ",0.18,-7.692307,2026-04-02T23:47:25-04:00,88454730,,,0.325,0.02,https://www.cloverlcc.com,"1450 Brickell Avenue,Suite 2520, Miami, FL, US",305 577 0031,,0,4.750623,5.79,-61.03,-57.43,CAD,0.175,0.19,0.175,,,,,,000053765,North Shore Uranium Ltd. / North Shore Uranium Ltd.,2,Miner,95,Uranium,95,,"North Shore Uranium Ltd. is engaged in the exploration and potential development of uranium properties, as indicated by their activities related to uranium exploration in New Mexico and Saskatchewan. The company's filings detail their exploration programs and mineral property descriptions, which align with the classification of a miner.",Interim MD&A,2025-11-27,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6070169.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\NSU_North_Shore_Uranium_Ltd\2025-11-27_NSU_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
NTB,New Tymbal Resources Ltd.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,627970,"New Tymbal Resources Ltd, formerly Tymbal Resources Ltd, is a Canada-based resource property exploration and development company. The Company is focused on exploring and evaluating its mineral property. The Company has a 100% working interest in the Iron Mask Property consisting of ten mineral claims situated in the Kamloops mining division, British Columbia. The Iron Mask tenure covers approximately 4,063 hectares.",0.035,,2026-04-02T23:47:25-04:00,17941983,,,0.045,0.015,,"850 West Hastings Street,Suite 600, Vancouver, BC, CA",+1 604 662-8130,gains@shaw.ca,0,0.568638,-0.11,,-371.21,CAD,,,,,,,,,000014349,New Tymbal Resources Ltd. / New Tymbal Resources Ltd.,1,Miner,95,Copper,90,,"New Tymbal Resources Ltd. is primarily engaged in the exploration and evaluation of mineral properties, specifically the Iron Mask Property, which is associated with copper and gold. The company has not yet determined if the property contains economically recoverable reserves, but its activities clearly align with those of a mining exploration company.",Interim MD&A,2025-12-29,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6093534.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\NTB_New_Tymbal_Resources_Ltd\2025-12-29_NTB_Interim_MD&A.pdf,15000,CID,,,,,,,,,,,,,,,
NTH,Nord Precious Metals Mining Inc.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,20977143,"Nord operates TTL Laboratories, the only permitted high-grade milling facility in the historic Cobalt Camp of Ontario, where the Company has established an integrated position connecting high-grade silver discovery with strategic metals recovery operations. The Company's flagship Castle property encompasses 63 sq. km of exploration ground and the past-producing Castle Mine, complemented by the Castle East discovery where drilling has delineated 7.56 million ounces of silver in Inferred resources",0.19,-5,2026-04-02T23:47:26-04:00,110406014,,,0.47,0.11,https://www.nordpreciousmetals.com,"3028 Quadra Crt., Coquitlam, British Columbia, CA",+1 819 797-4144,info@canadacobaltworks.com,11,1.669763,-4.8,,-91.02,CAD,0.195,0.195,0.185,,,,,,000022378,Nord Precious Metals Mining Inc. / Nord Precious Metals Mining Inc.,1,Miner,95,Silver,90,,"Nord Precious Metals Mining Inc. is classified as a Miner because it is involved in the exploration and development of mineral deposits, specifically indicated by its reference to the Castle Silver Property and the technical report related to it. The focus on silver mineralization further supports the classification as a Miner with a primary commodity of Silver.",AIF,2025-12-23,ANNUAL_INFORMATION_FORM_EN,https://www.stockwatch.com/News/Sedardoc/6092000.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\NTH_Nord_Precious_Metals_Mining_Inc\2025-12-23_NTH_AIF.pdf,15000,,,Interim MD&A,2025-12-01,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6076101.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\NTH_Nord_Precious_Metals_Mining_Inc\2025-12-01_NTH_Interim_MD&A.pdf,15000,Miner,Silver,"Nord Precious Metals Mining Inc. is engaged in the acquisition, evaluation, exploration, and development of mineral properties, specifically focusing on the Castle Silver Mine property. The company has not yet realized any revenues but is actively exploring its properties, which aligns with the definition of a miner.",,,,,
NTX,NeoTerrex Minerals Inc.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,8285157,"NeoTerrex Minerals Inc. is engaged in advancing its prospective rare earths projects located in the province of Quebec, with most of its activities focused on its Mount Discovery property. It owns a 100-percent undivided interest in certain mineral claims located in southwestern Quebec constituting the Mount Discovery property. The Mount Discovery property is located in the south-central part of the Grenville Province, which is composed of multiple terranes or large crustal blocks. Its other pro",0.1,-4.347826,2026-04-02T23:47:26-04:00,82851568,,,0.4,0.08,www.neoterrex.com,"100 King Street West,Suite 1600, 1 First Canadian Place, Toronto, ON, CA",+1 905 484-7698,,0,-0.280868,2.83,-44,-39.08,CAD,0.105,0.105,0.1,,,,,,000053501,NeoTerrex Minerals Inc.,1,Miner,95,Copper,90,,"NeoTerrex Minerals Inc. is engaged in the evaluation, acquisition, and exploration of mineral properties, specifically focusing on critical elements such as copper and rare earth elements. The company has reported exploration activities, drilling results, and mineral property descriptions, which align with the definition of a miner.",Interim MD&A,2025-11-24,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6064470.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\NTX_NeoTerrex_Minerals_Inc\2025-11-24_NTX_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
NUG,NuLegacy Gold Corporation,TSXV,LISTED,2026-04-02,,,,Materials,Mining,1201466,"NuLegacy Gold Corp is an exploration company. It is engaged in the business of exploration, development, and extraction of gold and other precious metals. The company mainly operates its business activities from Nevada through its Red Hill property which is located on trend and adjacent to the three multi-million ounces Carlin-type gold deposits (the Pipeline, Cortez Hills, and Goldrush deposits) that are amongst Barrick Gold mines.",0.415,5.063291,2026-04-02T23:47:26-04:00,2895097,,,1.25,0.335,https://www.nulegacygold.com,"1055 West Hastings Street,Suite 300, Vancouver, BC, CA",+1 604 639-3640,albert@nuggold.com,0,0.850968,79.43,-86.33,-23.18,CAD,0.415,0.415,0.415,,,,,,000030329,NuLegacy Gold Corporation / NuLegacy Gold Corporat,1,Miner,95,Gold,90,,"NuLegacy Gold Corporation is primarily focused on the exploration of gold deposits, specifically in Nevada, as indicated by their activities related to the Red Hill Property and their objective to discover significant gold deposits. The company is classified as a miner because it is engaged in exploration and development of mineral properties, despite currently facing challenges in financing and operations.",Interim MD&A,2026-03-02,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6138018.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\NUG_NuLegacy_Gold_Corporation\2026-03-02_NUG_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
NVLH,Nevada Lithium Resources Inc.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,36316216,"Nevada Lithium Resources Inc. is a mineral exploration and development company focused on shareholder value creation through its core asset, the Bonnie Claire Lithium Project, located in Nye County, Nevada, where it holds a 100% interest. The Company completed a Preliminary Economic Assessment (PEA) in August 2025. The PEA concluded that Bonnie Claire could produce more than 62,300 tonnes of lithium carbonate and 129,500 tonnes of boric acid annually, over a 61-year mine life. Bonnie Claire's in",0.14,7.692307,2026-04-02T23:47:26-04:00,259401541,,,0.245,0.11,https://www.nevadalithium.com,"Suite 1500,1055 West Georgia St.,Royal Centre, Vancouver, BritishColumbia, CA",+1 604 961-0296,,0,2.108688,0.79,-4.39,-4.36,CAD,0.13,0.14,0.13,,,,,,000051679,Nevada Lithium Resources Inc. / Nevada Lithium Resources Inc.,1,Miner,95,Lithium,90,,"Nevada Lithium Resources Inc. is primarily engaged in the exploration and evaluation of lithium mineral properties, specifically the Bonnie Claire Lithium Project. The company's activities include drilling, resource estimation, and development of extraction methods for lithium, which clearly categorizes it as a miner focused on lithium.",Interim MD&A,2025-12-30,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6094885.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\NVLH_Nevada_Lithium_Resources_Inc\2025-12-30_NVLH_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
NVRO,EnviroGold Global Limited,TSXV,LISTED,2026-04-02,,,,Materials,Mining,62788829,"EnviroGold Global is a clean-technology company that enables the recovery of high-value precious, base, and critical metals from sulfidic mine waste and tailings using its proprietary NVRO Process¿. By unlocking metals from existing, above-ground assets, EnviroGold delivers scalable, lower-impact metal recovery solutions that complement traditional mining operations and align with global ESG frameworks and critical-minerals strategies.",0.13,-7.142857,2026-04-02T23:47:26-04:00,482990991,,,0.2,0.09,https://www.envirogoldglobal.com,"789 West Pender Street,Suite 810, Vancouver, BC, CA",+1 604 687-2038,ir@envirogoldglobal.com,0,,,,-401.78,CAD,0.135,0.135,0.13,,,,,,000022452,Envirogold Global Limited / Envirogold Global Limited,1,Metals Extraction,90,Gold,80,,"EnviroGold Global Limited focuses on recovering precious metals from mine tailings and mineral processing waste using its proprietary NVRO Process. This aligns with the Metals Extraction category, as the company is primarily engaged in extracting and processing metals rather than traditional mining activities.",AIF,2026-01-29,ANNUAL_INFORMATION_FORM_EN,https://www.stockwatch.com/News/Sedardoc/6114261.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\NVRO_EnviroGold_Global_Limited\2026-01-29_NVRO_AIF.pdf,15000,,,Interim MD&A,2025-12-01,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6076549.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\NVRO_EnviroGold_Global_Limited\2025-12-01_NVRO_Interim_MD&A.pdf,15000,Metals Extraction,Gold,"EnviroGold Global Limited focuses on the recovery of precious and critical metals from mine tailings and mineral processing waste using its proprietary NVRO Clean Leach Process. This positions the company primarily in the metals extraction category, as it processes materials rather than mining them directly from the ground.",,,,,
NVT,Nortec Minerals Corp.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,4010149,"Nortec is a mineral exploration company focused on identifying properties with high discovery potential and advancing those projects to create outsized shareholder value. Current property holdings comprise 100% interests in two exploration stage critical mineral (zinc) projects, namely the Sturgeon Lake VMS and the Mattagami River Zinc properties, both located in Ontario, Canada. Additionally, the Company holds a 16.4% interest in the Tammela Gold in Southwest Finland. Additional information can",0.07,-6.666667,2026-04-02T23:47:26-04:00,57287837,,,0.11,0.015,https://www.nortecminerals.com,"800 West Pender Street,Suite 615, Vancouver, BC, CA",+1 604 561-2687,info@nortecminerals.com,2,2.096191,-75.69,,-3.73,CAD,0.07,0.07,0.07,,,,,,000014829,Nortec Minerals Corp. / Nortec Minerals Corp.,1,Miner,95,Zinc,90,,"Nortec Minerals Corp. is engaged in the exploration of mineral properties, specifically focusing on zinc and copper projects in Ontario. The company has described its mineral properties, exploration activities, and drilling results, which align with the definition of a miner.",Interim MD&A,2025-10-24,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6039276.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\NVT_Nortec_Minerals_Corp\2025-10-24_NVT_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
NVX,NV Gold Corporation,TSXV,LISTED,2026-04-02,,,,Materials,Mining,6491368,"NV Gold Corporation is a well-organized exploration company with ~26.2 million shares issued and no debt. NV Gold has 12 exploration projects in Nevada, and one in Switzerland. The Company has three priority projects including Slumber, Triple T and SW Pipe. The Company is based in Vancouver, British Columbia, and Reno, Nevada and is focused on delivering value through mineral discoveries in Nevada, USA. Leveraging its expansive property portfolio, its highly experienced in-house technical team, ",0.22,,2026-04-02T23:47:26-04:00,29506217,,,0.34,0.12,https://nvx.gold,"750 West Pender Street,Suite 250, Vancouver, BC, CA",+1 604 245 0054,info@nvx.gold,0,-0.750851,1.6,-46.91,-41.42,CAD,,,,,,,,,000026067,NV Gold Corporation,1,Miner,95,Gold,90,,"NV Gold Corporation is primarily engaged in the exploration and development of mineral properties, specifically focusing on gold projects in the United States and Switzerland. The filing details multiple mineral properties and exploration activities, indicating that the company is actively involved in mining-related activities.",Interim MD&A,2026-01-16,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6103431.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\NVX_NV_Gold_Corporation\2026-01-16_NVX_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
NWST,Northwest Copper Corp.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,100820756,"NorthWest is a copper-gold exploration and development company with a pipeline of advanced and early-stage projects in British Columbia, including Kwanika-Stardust, Lorraine-Top Cat and East Niv. With a robust portfolio in an established mining jurisdiction, NorthWest is well positioned to participate fully in strengthening global copper and gold markets. The Company is committed to responsible mineral exploration, working collaboratively with First Nations to help ensure future development inco",0.385,8.333333,2026-04-02T23:47:26-04:00,261872093,,,0.58,0.15,https://www.northwestcopper.ca,"1055 West Hastings Street,Suite 1900, Vancouver, BC, CA",+1 604 683-7790,info@northwestcopper.ca,8,1.268344,1.24,-5.33,-5.21,CAD,0.375,0.39,0.355,,,,,,000005955,NorthWest Copper Corp. / NorthWest Copper Corp.,1,Miner,95,Copper,90,,"NorthWest Copper Corp. is engaged in the exploration and development of mineral properties, specifically focusing on copper and other metals. The filing text discusses mineral reserves and resources, indicating that the company is actively involved in mining activities, which classifies it as a Miner.",AIF,2024-04-25,Annual information form - English,https://www.stockwatch.com/News/Sedardoc/5625306.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\NWST_Northwest_Copper_Corp\2024-04-25_NWST_AIF.pdf,15000,,,Interim MD&A,2025-11-28,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6071920.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\NWST_Northwest_Copper_Corp\2025-11-28_NWST_Interim_MD&A.pdf,15000,Miner,Copper,"Northwest Copper Corp. is actively engaged in the exploration and development of mineral projects, specifically focusing on copper and gold in British Columbia. The filing details their ongoing drilling programs and resource estimation efforts, which are characteristic of a mining company.",,,,,
NWX,Newport Exploration Ltd.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,17420680,"Newport has a 2.5% GOR over licences in the Cooper Basin, Australia, operated by Beach. There is no time limit or expiry date on the GOR assets, and no cost to the Company to retain them. Newport has no control over operating decisions made by Beach. Accordingly, this prevents the Company from commenting on Beach's operating plans going forward. The Company recommends that shareholders and potential investors access material information relevant to the Company as released independently by Beach ",0.165,-2.941176,2026-04-02T23:47:26-04:00,105579874,,,0.18,0.075,https://newport-exploration.com,"2168 Marine Drive,Suite 202, Vancouver, BC, CA",+1 604 685-6851,info@newport-exploration.com,0,0.021343,5.24,12.55,12.29,CAD,0.17,0.17,0.165,0.01,,,,,000006198,Newport Exploration Ltd / Newport Exploration Ltd,1,Royalty & Streaming,90,Oil & Gas,90,,"Newport Exploration Ltd. primarily generates revenue through a gross overriding royalty on hydrocarbons produced from oil and gas exploration and production licenses in Australia. Although the company has a mineral exploration project (Chu Chua copper-gold property), its main business activity and revenue source is derived from oil and gas royalties, classifying it as a Royalty & Streaming company.",Interim MD&A,2025-12-19,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6089458.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\NWX_Newport_Exploration_Ltd\2025-12-19_NWX_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
NXS,Nexus Gold Corp.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,6961487,"Nexus Gold Corp is Canadian based company with a portfolio of ten exploration projects in West Africa and Canada. The West African-based portfolio totals five projects located on active gold belts and mineralized trends, while its 100% owned Canadian projects include the flagship McKenzie Gold Project in Red Lake, Ontario. The company is focused on developing several core assets while seeking joint-venture, earn-in, and strategic partnerships for other projects in its growing portfolio.",0.29,,2026-04-02T23:47:26-04:00,24005125,0.07,,0.625,0.125,https://nxs.gold,"Suite 114,990 Beach Ave, Vancouver, British Columbia, CA",+1 604 970-4330,info@nexusgoldcorp.com,0,0.02876,-27.24,,6.95,CAD,0.29,0.29,0.29,,,,,,000028839,Nexus Gold Corp. / Nexus Gold Corp.,1,Miner,95,Gold,90,,"Nexus Gold Corp. is engaged in the exploration of gold properties, specifically in Burkina Faso, as detailed in their filings. The company has conducted drilling programs and reported gold mineralization results, which aligns with the definition of a miner.",Interim MD&A,2025-12-30,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6094677.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\NXS_Nexus_Gold_Corp\2025-12-30_NXS_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
NZP,Chatham Rock Phosphate Limited,TSXV,LISTED,2026-04-02,,,,Materials,Mining,5193485,"Chatham Rock Phosphate Ltd operates as a mineral exploration company. It is engaged in the development and exploration of Chatham Rise rock phosphate deposit offshore in New Zealand. Further, it holds a mining permit over an area off the coast of New Zealand with seabed deposits of rock phosphate and other potentially valuable minerals.",0.045,,2026-04-02T23:47:26-04:00,115410765,,,0.07,0.035,http://www.rockphosphate.co.nz,"93 The Terrace,Level 1, Wellington, NZ",+64 35259170,,0,1.056801,0.83,-11.38,-10.68,CAD,,,,,,,,,000009207,Chatham Rock Phosphate Limited / Chatham Rock Phosphate Limited,1,Miner,95,Phosphate,90,,"Chatham Rock Phosphate Limited is focused on the development of a marine phosphorite deposit and holds a mining permit for phosphate extraction. The company's activities include exploration and plans for future mining operations, which aligns it with the definition of a miner.",Interim MD&A,2026-03-02,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6137761.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\NZP_Chatham_Rock_Phosphate_Limited\2026-03-02_NZP_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
